Market Name,Store Name,Bin Location,Provider,Description,Part Number,Store Part ID,Part ID,UPC,Parts Quantity,Most Recent Cost,Weighted Average Cost,Last Ordered Date,Last Used Date,Days Since Last Interaction,Total Cost
"St. Louis, MO - Tooling Solutions","St. Louis, MO - Tooling Solutions",J 6 4,WRIGHT,"3/8"" DRIVE IMPACT EXTENSION W/ BALL 3""",3903,1131032,5915159,,46,$10.03,$10.03,2025-01-13,2025-01-02,15,$461.38
"Denver, CO - Tooling Solutions","Denver, CO - Tooling Solutions",C7S1,MICHIGAN PNEUMATIC,"CHISEL, 18IN RDOC MOIL",315-18,451564,70895,,46,$12.95,$13.24,2022-12-06,,773,$609.04
"Olive Branch, MS - Tooling Solutions","Olive Branch, MS - Tooling Solutions",,3M,HALF FACEPIECE RESPIRATOR 6000 SERIES LARGE,6300,963934,699322,051131070264,46,$14.96,$14.96,2024-06-28,,203,$687.98
"Tulsa, OK - Tooling Solutions","Tulsa, OK - Tooling Solutions",0/4/3,CENTURY WIRE AND CABLE,50' 18/3 SJTW Integrated LED Light String Round Yel,D11922050,859580,4120169,,46,$59.53,$59.53,2024-03-18,2024-05-30,232,"$2,738.38"
"Cincinnati, OH - Tooling Solutions","Cincinnati, OH - Tooling Solutions",14/B/1,KLEIN,"PIN BULL 1-1/16"" W/TETHER HOLE",3256TT,689031,3836325,,46,$9.96,$10.31,2024-08-23,,147,$474.33
"Port Arthur, TX - Tooling Solutions","Port Arthur, TX - Tooling Solutions",P42,BULK - BLIND FLANGE 150,"BLIND FLANGE 6"" 150#",800-0601,897062,4122696,,46,$58.00,$46.61,2025-01-10,2025-01-17,0,"$2,144.03"
"Tulsa, OK - Tooling Solutions","Tulsa, OK - Tooling Solutions",,MOTOROLA,"Radio 2"" Belt Clip",PMLN4651,1087765,3730762,,46,$8.74,$8.74,2024-12-23,2024-11-04,74,$401.93
"Baton Rouge, LA - Tooling Solutions","Baton Rouge, LA - Tooling Solutions",AISLE 17 - ROW A - BIN 4 / AISLE 2/3 BACK WALL,GENERAL WORK PRODUCTS,VISQUEEN FR CLEAR 6 MIL 20 FT,V20X1006M,486958,2250379,,46,$138.00,$138.00,2024-02-14,,338,"$6,348.00"
"Cincinnati, OH - Tooling Solutions","Cincinnati, OH - Tooling Solutions",3/B/2,AJAX TOOL,"CHISEL 9"" HEX SHANK OVAL COLLAR .580 COLLAR SIZE",304,681813,3834926,,46,$2.59,$2.59,2023-10-09,,466,$119.14
"Cincinnati, OH - Tooling Solutions","Cincinnati, OH - Tooling Solutions",RR7/B/1,RIDGID,"Thread Cutting Oil, Dark, 1 Gal",70830,767282,46191,95691708304,46,$22.80,$22.80,2024-11-13,2024-11-13,65,"$1,048.92"
"Mobile, AL - Tooling Solutions","Mobile, AL - Tooling Solutions",,PROFAX,Nozzle 5/8 I.D. KP24A-6 2,24A62,933463,45880,,46,$2.55,$2.55,2024-05-29,,233,$117.30
"Tulsa, OK - Tooling Solutions","Tulsa, OK - Tooling Solutions",B/2/3,GENERAL WORK PRODUCTS,EA S ORNG MESH REFLCTIV VEST CL 2,SVO2184FRS,981945,2255042,,46,$4.25,$4.25,2024-07-18,2024-08-28,142,$195.50
"Corpus Christi, TX - Tooling Solutions","Corpus Christi, TX - Tooling Solutions",I104,TECHNIWELD,1-101 size 1 Victor style acetylene cutting tip,BS11011,915837,3694586,,46,$4.39,$4.39,2024-09-17,2024-10-07,102,$201.94
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",06/J/05,RIDGID,"Wheel, Cutter E1032",44185,302849,54249,,46,$17.43,$17.43,2024-09-24,2025-01-16,1,$801.78
"Cincinnati, OH - Tooling Solutions","Cincinnati, OH - Tooling Solutions",PR/D/2,MICHIGAN PNEUMATIC,COUPLING 3/4IN MPT,CPF-M-075,831465,2056702,,46,$4.45,$4.45,2024-08-23,2024-11-08,70,$204.70
"Mobile, AL - Tooling Solutions","Mobile, AL - Tooling Solutions",Parts Room 2-D3,LINCOLN ELECTRIC,1/16 Contact Tip,KP2744-116,282060,144571,,45,$0.80,$0.84,2024-04-19,2024-04-22,270,$37.93
"Chicago, IL - Tooling Solutions","SW Chicago, IL - Tooling Solutions",B5 - 4,STANCO,Flame Resistant 100% Cotton SHIRT,FR630-3XL,881110,4003540,,45,$17.20,$17.20,2024-04-08,2024-10-25,84,$774.00
"Chicago, IL - Tooling Solutions","SW Chicago, IL - Tooling Solutions",D3-3,LINCOLN ELECTRIC,"electrode,lc105-5pak",KP4141-1,846098,2034744,,45,$10.00,$10.00,2024-03-05,,318,$450.00
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",C1/F/04,PROFAX,MILLER BERNARD GAS DIFFUSER 3/4-16 THREAD,D-1,583389,3744953,,45,$4.95,$4.95,2023-06-07,,590,$222.75
"Cincinnati, OH - Tooling Solutions","Cincinnati, OH - Tooling Solutions",1B2,NED DIAMOND BLADES & BITS,"14"" x .125 x 1""/20mm DP LDH-500",100500LH1403,658101,145521,677036978759,45,$40.95,$40.39,2023-09-13,2024-09-20,119,"$1,817.55"
"Phoenix, AZ - Tooling Solutions","Phoenix, AZ - Tooling Solutions",06-07-03-01C,MICHIGAN PNEUMATIC,"OIL, 1 QRT AIR TOOL OIL",OIL-085,673459,72137,,45,$7.60,$7.30,2023-09-28,2024-12-24,24,$328.50
"Baton Rouge, LA - Tooling Solutions","Baton Rouge, LA - Tooling Solutions",,TECHNIWELD,"TIG Welding Rod: 36″ OAL, 0.094″ Dia, Stainless Steel",308L09336,1188823,3667383,,45,$4.10,$4.10,2025-01-06,2025-01-15,2,$184.50
"El Dorado, AR - Tooling Solutions","El Dorado, AR - Tooling Solutions",,BOB DALE GLOVES (BDG),MASK FACE BALACLAVA BLACK 3 HOLE,90-0-520,1156323,3834997,,45,$0.57,$0.57,2024-12-03,2025-01-09,8,$25.65
"Detroit, MI - Tooling Solutions","Detroit, MI - Tooling Solutions",Rack 6-B,MICHIGAN PNEUMATIC,"OIL, 1 QRT AIR TOOL OIL",OIL-085,553656,72137,,45,$7.60,$7.30,2023-11-16,2023-11-16,428,$328.50
"Cincinnati, OH - Tooling Solutions","Cincinnati, OH - Tooling Solutions",16/B/3,LIFTALL,"SLING NYLON 3"" X 3' 1PLY EYE & EYE FLAT",EEF-1-93-3,692317,3835770,,45,$3.58,$3.58,2023-10-18,,457,$161.10
"Cincinnati, OH - Tooling Solutions","Cincinnati, OH - Tooling Solutions",3/B/1,MICHIGAN PNEUMATIC,"CHISEL, 1-1/8IN HEX X 6 X 14IN, NARROW CHISEL",1030,570013,70892,,45,$17.50,$16.96,2024-06-18,2024-12-18,30,$763.20
"Corpus Christi, TX - Tooling Solutions","Corpus Christi, TX - Tooling Solutions",E104,EAGLE TAPTEK,SG-5 (1/2) POINTED TREE S/C D/C BURR 6,CB-SG-5-L6-D,838245,4085068,,45,$13.80,$13.80,2025-01-13,,4,$621.00
"Atlanta, GA - Tooling Solutions","Atlanta, GA - Tooling Solutions",U1/04,MICHIGAN PNEUMATIC,"18"" Jumbo Chisels",JRB-18FC-USA,551026,54285,,45,$23.75,$21.93,2024-12-31,2024-12-24,24,$986.85
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",05/A/03,CROSBY,"SHACKLE, 4-3/4 TON",1018491,385854,138158,,45,$32.63,$31.97,2024-12-09,2024-09-26,113,"$1,438.74"
"Baton Rouge, LA - Tooling Solutions","Baton Rouge, LA - Tooling Solutions",,TECHNIWELD,308/308L 5/32 DIAMETER 36IN 10LB PKG ISO W199L,308L15636,1188776,3871678,,45,$3.99,$3.99,2025-01-06,2025-01-15,2,$179.55
"Chicago, IL - Tooling Solutions","SW Chicago, IL - Tooling Solutions",D4-2,LINCOLN ELECTRIC,"DIFFUSER, THREAD-ON, 350A",KP2746-1,1092952,11991,015082877945,45,$7.55,$7.55,2024-10-07,,102,$339.75
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",03/C/03,IRONWEAR,"1285-O,MD-ORANGE MESH VEST",1285-O-2-M VEST,388731,832553,,45,$3.80,$3.80,2022-09-02,2023-08-09,527,$171.00
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",02/F/06,DIABLO TOOLS,7-1/4 in. x 48 Tooth Steel Demon Cermet II Saw Blade for Metals and Stainless Steel,D0748CFA,458571,2056833,,45,$22.28,$22.28,2024-08-31,2024-12-30,18,"$1,002.60"
"Port Arthur, TX - Tooling Solutions","Port Arthur, TX - Tooling Solutions",RACK 16 - BAY A - SHELF 1,MICHIGAN PNEUMATIC,"CHISEL, 12IN LONG X 2 INCH WIDE RDOC",323-12,377967,70893,,45,$13.95,$14.65,2023-12-27,2024-10-30,79,$659.25
"Olive Branch, MS - Tooling Solutions","Olive Branch, MS - Tooling Solutions",,JUSTRITE,"AlturnaMAT® 4' x 8' Ground Protection Mats, 120 Ton Load Capacity, Black - AM48",AM48,1168783,5934786,,45,$223.30,$223.30,2024-12-13,,35,"$10,048.50"
"Baton Rouge, LA - Tooling Solutions","Baton Rouge, LA - Tooling Solutions",,TECHNIWELD,"308/308L 1/8"" X 36"" TIG ROD 10LB PKG ISO W199L",308L12536,1188775,3871677,,45,$3.99,$3.99,2025-01-06,2025-01-15,2,$179.55
"Denver, CO - Tooling Solutions","Denver, CO - Tooling Solutions",C020202,MICHIGAN PNEUMATIC,"CHISEL, 1-1/8IN HEX X 6 X 14IN, NARROW CHISEL",1030,450631,70892,,45,$16.95,$16.96,2022-12-20,2024-11-13,65,$763.20
"Cincinnati, OH - Tooling Solutions","Cincinnati, OH - Tooling Solutions",18/A/2,BLACK STALLION,GOWN WELDERS LARGE FIRE RET CUSTOM,SG142F9,692558,3835831,,45,$17.52,$17.52,2023-10-19,2024-06-18,213,$788.40
"Martinez, CA - Tooling Solutions","Martinez, CA - Tooling Solutions",,RIDGID,"Pipe Die, Alloy, 1/2"" - 3/4"" Npt RH",47745,1024031,46192,,45,$103.21,$102.93,2025-01-15,,2,"$4,632.05"
"Denver, CO - Tooling Solutions","Denver, CO - Tooling Solutions",A3D1,LINCOLN ELECTRIC,"Copper Plus® Contact Tip - 350A, Tapered, 1/16 in (1.6 mm) - 10/pack",KP2744-116T,597241,3745866,,45,$1.01,$1.01,2023-06-26,2023-09-20,485,$45.45
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",03/C/04,IRONWEAR,"1285-L,MD-LIME MESH VEST",1285-L-2-M VEST,388725,832548,,45,$3.80,$3.80,2022-08-26,2023-08-09,527,$171.00
"Detroit, MI - Tooling Solutions","Detroit, MI - Tooling Solutions",Rack 3-A,MICHIGAN PNEUMATIC,"DEAD HANDLES FOR 1"" & #5SPLINE & 1-1/2"" IMPACTS",834-48,553660,43006,,45,$26.50,$27.09,2024-08-12,,158,"$1,219.05"
"Baton Rouge, LA - Tooling Solutions","Baton Rouge, LA - Tooling Solutions",Sea Can #1,BULK - SLIP BLIND 300,"BLIND PADDLE 2"" 300# 5/16"" THICK",830-0205,945080,4122755,,45,$27.08,$27.08,2024-06-11,,220,"$1,218.60"
"Mobile, AL - Tooling Solutions","Mobile, AL - Tooling Solutions",,BERNARD WELDING PRODUCTS,".052"" CENTERFIRE TIP (1.4MM)",360-T-052,513857,3554799,,45,$1.68,$1.68,2023-03-07,2023-03-15,674,$75.60
"Port Arthur, TX - Tooling Solutions","Port Arthur, TX - Tooling Solutions",P32,BULK - SLIP BLIND 300,"BLIND PADDLE 6"" 300# 5/8"" THICK",830-060A,1067058,4122777,,45,$72.00,$72.00,2025-01-02,2025-01-17,0,"$3,240.00"
"Port Arthur, TX - Tooling Solutions","Port Arthur, TX - Tooling Solutions",,BULK - SLIP BLIND 150,"BLIND PADDLE 8"" 150# 1/2"" THICK",810-0808,951389,4122785,,45,$78.00,$86.80,2025-01-10,2025-01-17,0,"$3,905.87"
"Atlanta, GA - Tooling Solutions","Atlanta, GA - Tooling Solutions",U1/04,MICHIGAN PNEUMATIC,"18"" Jumbo Moil Point",JRB-18MP-USA,551025,54284,,45,$23.75,$22.29,2024-12-23,2024-04-01,291,"$1,003.05"
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",03/C/04,GENERAL WORK PRODUCTS,EA L LIME MESH REFLCTV VEST CL2,SVL2184FRL,485557,2254874,700829100225,45,$3.25,$4.13,2024-08-29,2024-12-30,18,$185.85
"Detroit, MI - Tooling Solutions","Detroit, MI - Tooling Solutions",Container 1,MCNAUGHTON-MCKAY,FP1897 2/0 FP BLK 10’ W/AF25 & LC40 M COIL,DIREFP1897,625628,141812,,45,$92.50,$93.04,2023-08-02,2024-10-18,91,"$4,186.80"
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",05/B/03,CROSBY,"SHACKLE, 8-1/2 TON - 1""",1018534,346191,138160,,45,$60.77,$59.18,2024-03-08,2023-08-14,522,"$2,663.12"
"Cincinnati, OH - Tooling Solutions","Cincinnati, OH - Tooling Solutions",PR/D/2,MICHIGAN PNEUMATIC,"DEAD HANDLES FOR 1"" & #5SPLINE & 1-1/2"" IMPACTS",834-48,569991,43006,,45,$27.50,$27.09,2024-06-18,,213,"$1,219.05"
"Huntsville, AL - Tooling Solutions","Huntsville, AL - Tooling Solutions",TSB,MICHIGAN PNEUMATIC,"1-1/8"" MOIL POINT FOR 60# & 90# BREAKERS",1019,758489,40498,,44,$17.50,$17.50,2023-12-26,2024-04-03,289,$770.00
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",C1/B/06,EAGLE TAPTEK,"1""-2"" NPT HSS UNIVERSAL PIPE DIES",BT-00034,460969,2059162,,44,$134.55,$134.55,2024-12-29,2025-01-07,10,"$5,920.20"
"Cincinnati, OH - Tooling Solutions","Cincinnati, OH - Tooling Solutions",02/B/02,Relton,"CUTTER REBAR EATER 5/8"" X 12"" SDS +",SRB-10,695288,3835852,,44,$14.85,$14.85,2024-03-11,,312,$653.40
"Corpus Christi, TX - Tooling Solutions","Corpus Christi, TX - Tooling Solutions",K104,GENERAL WORK PRODUCTS,EA 2X LARGE SAFETY VEST ORANGE,SVOXXL,959773,2254832,700829164128,44,$3.25,$3.25,2024-08-04,2024-06-25,206,$143.00
"Cincinnati, OH - Tooling Solutions","Cincinnati, OH - Tooling Solutions",8/A/4,GUARDIAN,RETRACTABLE COIL RADIO POUCH WITH TETHER LOOPS,RETRPBHCL,689052,3836186,,44,$9.91,$9.91,2023-10-16,,459,$436.04
"Portland, OR - Tooling Solutions","Portland, OR - Tooling Solutions",,GENERAL WORK PRODUCTS,MED LEATHER PALM IMPACT 2 GLOVE,G933G2M-EACH,1004810,3749603,,44,$96.00,$96.00,2025-01-07,,10,"$4,224.00"
"Mobile, AL - Tooling Solutions","Mobile, AL - Tooling Solutions",Parts Room 2-E4,GENERIC,100watt rough service light bulb,6049928,1064398,143365,,44,$2.65,$2.65,2024-09-12,2024-10-30,79,$116.60
"Portland, OR - Tooling Solutions","Portland, OR - Tooling Solutions",,GENERAL WORK PRODUCTS,LG LEATHER PALM IMPACT 2 GLOV,G933G2L-EACH,1004794,3689999,,44,$96.00,$96.00,2025-01-07,,10,"$4,224.00"
"Huntsville, AL - Tooling Solutions","Huntsville, AL - Tooling Solutions",8/A/3,MCNAUGHTON-MCKAY,DIRE FP9221 2/0 FP BLK 10' W/AF-25 & M LC40 CON,DIREFP9221,909787,2057090,,44,$93.75,$93.75,2024-05-03,,259,"$4,125.00"
"Cincinnati, OH - Tooling Solutions","Cincinnati, OH - Tooling Solutions",5/B/6,WILLIAMS,"FILE HALF ROUND 8"" 36TPI",BAH1-2100822,681538,3835627,,44,$3.56,$3.56,2023-10-18,,457,$156.64
"Portland, OR - Tooling Solutions","Portland, OR - Tooling Solutions",,GENERAL WORK PRODUCTS,XL LEATHER PALM IMPACT 2 GLOV,G933G2XL-EACH,1004808,3689998,,44,$8.00,$8.00,2025-01-07,,10,$352.00
"Cincinnati, OH - Tooling Solutions","Cincinnati, OH - Tooling Solutions",15/A/5,BULK - LANDSCAPING,WEED BURNER,290-0085,688896,88162,,44,$15.38,$15.38,2024-04-24,,268,$676.72
"Huntsville, AL - Tooling Solutions","Huntsville, AL - Tooling Solutions",8/A/3,MCNAUGHTON-MCKAY,"DIRE FP9222 2/0 FP BLK 3' W/EG300, LUG & M LC40",DIREFP9222,909786,2057091,,44,$48.13,$48.13,2024-05-03,,259,"$2,117.72"
"Corpus Christi, TX - Tooling Solutions","Corpus Christi, TX - Tooling Solutions",,BRADY,Scan to Print Software with License,BWS-SPS-EM,621980,3548105,,44,$300.00,$300.00,2025-01-06,,11,"$13,200.00"
"Corpus Christi, TX - Tooling Solutions","Corpus Christi, TX - Tooling Solutions",,GENERAL WORK PRODUCTS,DRUM LINER 6EQ 38X60,VDLC38X60,1114641,2060005,,44,$35.00,$35.00,2025-01-13,,4,"$1,540.00"
"Olive Branch, MS - Tooling Solutions","Olive Branch, MS - Tooling Solutions",,ANCHOR BRAND,LENS CLEANING TOWELETTES 100/BX,70-AB,963926,3745978,604669113769,44,$4.30,$4.30,2024-06-28,,203,$189.16
"Savannah, GA - Tooling Solutions","Savannah, GA - Tooling Solutions",Rack 2 D1,MICHIGAN PNEUMATIC,"12"" Jumbo Moil Point (Rivet Buster)",JRB-12MP-USA,901027,54282,,44,$15.95,$15.95,2024-10-29,2024-12-12,36,$701.80
"Phoenix, AZ - Tooling Solutions","Phoenix, AZ - Tooling Solutions",06-11-02-02C,MICHIGAN PNEUMATIC,"12"" Jumbo Chisels ( Rivet Buster )",JRB-12FC-USA,673445,54283,,44,$15.95,$15.39,2024-12-27,,21,$677.16
"Tulsa, OK - Tooling Solutions","Tulsa, OK - Tooling Solutions",D/1/FLOOR,MICHIGAN PNEUMATIC,"OIL, 1 QRT AIR TOOL OIL",OIL-085,729115,72137,,44,$7.60,$7.30,2024-08-28,2024-08-28,142,$321.20
"Huntsville, AL - Tooling Solutions","Huntsville, AL - Tooling Solutions",4/D/2 / TSB,MICHIGAN PNEUMATIC,"CHISEL, 1-1/8IN HEX X 6 X 14IN, NARROW CHISEL",1030,758490,70892,,44,$17.50,$17.50,2023-12-26,2024-08-26,144,$770.00
"El Dorado, AR - Tooling Solutions","El Dorado, AR - Tooling Solutions",BR SCT 4 AA04D,CLEMCO,Inner Lens,04367,410509,1549822,,44,$3.49,$10.16,2024-12-13,2025-01-16,1,$446.84
"Atlanta, GA - Tooling Solutions","Atlanta, GA - Tooling Solutions",CHISEL CASE & U1/04,MICHIGAN PNEUMATIC,"1-1/8"" MOIL POINT FOR 60# & 90# BREAKERS",1019,551037,40498,,44,$17.50,$16.98,2023-04-24,2024-09-04,135,$747.12
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",03/C/03,IRONWEAR,"1285-O,LG-ORANGE MESH VEST",1285-O-3-LG VEST,388734,832554,,44,$3.80,$3.80,2022-08-30,2024-09-26,113,$167.20
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",C3/A/01,MAGNOLIA,MAGNOLIA #6 STEEL DUST PAN,6,468973,2249903,,44,$4.91,$4.91,2024-12-19,2024-08-31,139,$216.04
"Olive Branch, MS - Tooling Solutions","Olive Branch, MS - Tooling Solutions",,STANLEY,SELF-RETRACTING UTILITY KNIFE,10-189C,963734,3745935,076174101898,44,$7.36,$7.36,2024-06-28,2024-08-30,140,$323.93
"St. Louis, MO - Tooling Solutions","St. Louis, MO - Tooling Solutions",,RK SAFETY,Oct. 13lb Rubber Base,13LBOCT,1198717,5953129,,44,$21.97,$21.97,2025-01-14,,3,$966.68
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",SB2/10,BRIDGESTONE HOSE POWER,"CPLG CROWFOOT FPT 3/4"" GLOBAL AIR KING",UF-075,645855,2035733,,44,$2.85,$2.87,2024-12-29,2024-08-31,139,$126.28
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",03/A/TOP,GEARWRENCH,RATCHET 1/2 SQUARE DRIVE,PD0533,335505,133246,,44,$102.20,$102.26,2024-10-01,2024-10-01,108,"$4,499.44"
"Phoenix, AZ - Tooling Solutions","Phoenix, AZ - Tooling Solutions",06-08-02-29C,EAGLE TAPTEK,16OZ EAGLE VP48 DRILL & TAP FLUID,EAGLE-VP48-16OZ,799641,2056987,,44,$7.07,$7.07,2024-02-12,,340,$311.08
"Cincinnati, OH - Tooling Solutions","Cincinnati, OH - Tooling Solutions",2/A/2,MILWAUKEE TOOL,"3"" 14 TPI Bi-Metal Jig Saw Blade (5 PK)",48-42-5190,692058,3836027,45242138807,44,$2.78,$2.78,2023-10-18,,457,$122.32
"Baton Rouge, LA - Tooling Solutions","Baton Rouge, LA - Tooling Solutions",Parts Bin #1 - A,MICHIGAN PNEUMATIC,Head Tungsten Carbide,903-3L-26,69828,56489,,44,$1.00,$26.10,2024-12-23,2024-08-26,144,"$1,148.40"
"Cincinnati, OH - Tooling Solutions","Cincinnati, OH - Tooling Solutions",4/B/5,PROTO,"NUT DRIVER 7/16""",J9214,681395,3835894,,44,$3.58,$3.58,2023-10-11,,464,$157.52
"Port Arthur, TX - Tooling Solutions","Port Arthur, TX - Tooling Solutions",,NEW WAVE WELDING TECHNOLOGY,CERAMIC CUP #10 ALUMINA,ANC 53N88,450428,2056893,,44,$3.78,$1.10,2024-12-30,2022-12-12,767,$48.40
"Cincinnati, OH - Tooling Solutions","Cincinnati, OH - Tooling Solutions",03/A/02,3M,"DISC FIBRE CUBITRON II 2"" 36+ GRIT  (200/CS)",051115-66778,683301,3836420,,44,$0.96,$0.96,2023-10-10,,465,$42.24
"Lakeland, FL - Tooling Solutions","Lakeland, FL - Tooling Solutions",TC-C5,SUNSHINE CORDAGE,"1"" X 15' RATCHET ASSEMBLY W/VINYL S HOOKS - 1,760 LBS",RS-1-15S,1093421,5880901,,44,$3.95,$3.95,2024-10-08,2024-12-05,43,$173.80
"Corpus Christi, TX - Tooling Solutions","Corpus Christi, TX - Tooling Solutions",Q102,BULK - HOSE AIR,"AIR HOSE 3/4"" X 50' CP FITTINGS RED",540-0965,463123,137959,,44,$119.00,$84.78,2024-04-18,2024-12-19,29,"$3,730.10"
"Olive Branch, MS - Tooling Solutions","Olive Branch, MS - Tooling Solutions",,ALLSPORT,3OZ ALL SPORT VARIETY FREEZER POPS 144PK,AS10121804,1075499,5858503,,44,$33.00,$33.00,2024-09-23,,116,"$1,452.00"
"Cincinnati, OH - Tooling Solutions","Cincinnati, OH - Tooling Solutions",14/A/3,WILTON,"C-CLAMP #540 0""-6"" SHELF PK 6 SHELF PK 6",22005,681662,3835612,,43,$5.77,$5.77,2024-06-18,2024-08-23,147,$248.11
"Cincinnati, OH - Tooling Solutions","Cincinnati, OH - Tooling Solutions",PR/D/2,MICHIGAN PNEUMATIC,COUPLING 1/2 MPT,CPF-M-050,831464,2056701,,43,$4.25,$4.25,2024-08-23,2025-01-02,15,$182.75
"Cincinnati, OH - Tooling Solutions","Cincinnati, OH - Tooling Solutions",9/A/2,HANSON,TAPE SURVEY FLAGGING YELLOW,SAM832,682648,3836219,,43,$0.65,$0.65,2023-10-09,,466,$27.95
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",C4/A05,BULK - PIPE THREADER DIE HEAD,PIPE THREADER DIE HEAD 811A,746-6432,442165,137793,,43,$412.96,$398.17,2024-12-18,2025-01-17,0,"$17,121.52"
"Cincinnati, OH - Tooling Solutions","Cincinnati, OH - Tooling Solutions",16/A/2,LIFTALL,"(NLA) SLING NYLON 1"" X 8' 2PLY EYE & EYE FLAT",EE2-601X08,688539,3835793,,43,$3.09,$3.09,2024-06-18,,213,$132.87
"Cincinnati, OH - Tooling Solutions","Cincinnati, OH - Tooling Solutions",11/A/2,KRAFT TOOL,"BAR BURKE 46""",GG631,689161,3836310,,43,$23.66,$23.66,2023-10-16,,459,"$1,017.38"
"Cincinnati, OH - Tooling Solutions","Cincinnati, OH - Tooling Solutions",14/B/1,KLEIN,"WRENCH SPUD 1""   BLT FOR 1-1/2 705",3224,689306,3836318,,43,$20.76,$20.76,2023-10-16,,459,$892.68
"Savannah, GA - Tooling Solutions","Savannah, GA - Tooling Solutions",Rack 2 D1,MICHIGAN PNEUMATIC,"Chisel 9"" RDOC Flat ( Chipping Hammer )",303,901024,71831,,43,$7.95,$7.95,2024-10-29,2024-06-25,206,$341.85
"Port Arthur, TX - Tooling Solutions","Port Arthur, TX - Tooling Solutions",A/02/A/02,CS UNITEC,"16"" HACKSAW BLADE",Z23-29-HSS,379001,143450,,43,$14.93,$14.93,2023-12-27,2023-03-09,680,$641.99
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",C6/A/4,PROTO,"PROTO 24"" ALIGNING PRY BAR",J2124,838279,43846,,43,$24.49,$24.49,2024-04-19,2024-02-28,324,"$1,053.07"
"Atlanta, GA - Tooling Solutions","Atlanta, GA - Tooling Solutions",K4/03,MICHIGAN PNEUMATIC,"OIL, 1 QRT AIR TOOL OIL",OIL-085,551010,72137,,43,$7.60,$7.30,2023-04-24,2024-12-24,24,$313.90
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",C1/D/01,LINCOLN ELECTRIC,"DRIVE ROLL KIT 035,0.9MM",KP1696-035S,454166,97421,,43,$33.90,$54.02,2023-02-24,2023-04-17,641,"$2,322.86"
"Cincinnati, OH - Tooling Solutions","Cincinnati, OH - Tooling Solutions",14/B/3,AMPCO,"WEDGE BRASS 1/2"" X 3""",W-1,681821,3834942,,43,$4.25,$4.25,2023-10-09,,466,$182.75
"Port Arthur, TX - Tooling Solutions","Port Arthur, TX - Tooling Solutions",PARTS ROOM,Tornado Industries Inc,FILTER SUPPORT ROD,98049,378678,126452,,43,$66.92,$62.63,2024-11-25,2024-10-08,101,"$2,693.15"
"Cincinnati, OH - Tooling Solutions","Cincinnati, OH - Tooling Solutions",4/B/5,GREAT NECK,NUT DRIVER SET 7PC SAE HOLLOW SHANK,ND70,682641,3836202,,43,$7.94,$7.94,2023-10-23,2024-11-29,49,$341.42
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",02/F/05,DIABLO TOOLS,9 in. Demo Demon Carbide General Purpose Recip (3-Pack),DS0909CGP3,477459,2056757,008925138679,43,$19.29,$19.29,2024-12-29,,19,$829.47
"Cincinnati, OH - Tooling Solutions","Cincinnati, OH - Tooling Solutions",14/B/1,KLEIN,"PIN, LINE UP BULL 1-1/16""",3256,695263,649957,,43,$8.89,$12.09,2024-07-25,,176,$519.87
"Mobile, AL - Tooling Solutions","Mobile, AL - Tooling Solutions",,BULK - IMPACT SOCKET STANDARD,"IMPACT SOCKET #5 DR X 1-1/2"" STD",740-8108,503844,130077,,43,$28.19,$28.98,2023-02-21,,696,"$1,246.03"
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",C5/A/9,DRILL AMERICA,1/2 HSS Black Oxide Jobber Length Drill Bit,D/AN1/2,769612,3977664,887861004114,43,$3.74,$3.74,2024-01-09,2024-06-10,221,$160.82
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",,BULK - RADIO,RADIO BATTERY INTRINSICALLY SAFE 3300,770-1203,1091142,3730710,,42,$165.50,$184.19,2024-12-18,2024-12-13,35,"$7,735.85"
"Baton Rouge, LA - Tooling Solutions","Baton Rouge, LA - Tooling Solutions",AISLE 2 - ROW A - BIN 4,HONEYWELL NORTH,"12"" Chemical Resistant Gloves, PVC, M, 1 PR",660-M,798602,4003077,,42,$3.19,$3.19,2024-02-12,2024-02-19,333,$133.98
"Cincinnati, OH - Tooling Solutions","Cincinnati, OH - Tooling Solutions",7/B/2,BOB DALE GLOVES (BDG),WAMER NECK TUBE DOUBLE KNIT,90-0-500,681842,3834995,,42,$0.54,$0.54,2023-10-09,,466,$22.68
